rownames,sex,age,educ,farm,hhsize,commune,lnhhexp,lnexp12m
3255,2,48,2,1,2,107,8.417323112,5.049856186
3256,1,32,3,1,5,107,8.825888634,6.371612072
3257,1,43,4,1,6,107,9.634951591,5.56068182
3258,2,45,2,1,5,107,8.578196526,5.56068182
3259,1,31,3,1,4,107,9.326298714,6.46146822
3260,2,28,4,1,4,107,8.618588448,5.834810734
3261,1,30,4,1,5,107,8.858230591,7.432483673
3262,1,51,4,1,4,107,9.037514687,
3263,2,35,4,1,3,107,8.361123085,6.175867081
3264,2,39,7,1,5,107,9.087108612,5.337538242
3265,2,44,2,1,1,107,8.558287621,7.309881687
3266,1,27,4,1,4,107,8.892691612,5.966146946
3267,1,27,4,1,4,107,8.827299118,5.272999763
3268,2,48,7,1,4,107,9.151531219,7.012115479
3269,1,46,4,1,6,107,9.366632462,6.47697258
3270,1,31,2,1,4,107,8.480690002,3.663561583
3271,1,77,3,1,2,107,7.99091959,5.56068182
3272,2,67,2,1,4,107,9.058028221,6.47697258
3273,1,50,6,1,6,107,9.297798157,8.086410522
3274,2,40,3,1,2,107,8.20986557,3.258096457
3275,2,48,3,1,2,107,8.038448334,5.783825397
3276,1,65,4,1,4,107,8.961236954,
3277,1,37,4,1,5,107,9.093190193,5.655992031
3278,1,76,5,1,2,107,8.439014435,5.966146946
3279,1,71,7,1,2,107,8.704704285,6.659294128
3280,1,41,4,0,5,107,9.501974106,7.619233608
3281,1,49,7,1,3,107,8.915981293,6.194405556
3282,1,51,3,1,6,108,9.721628189,6.270988464
3283,1,63,2,1,2,108,8.471457481,6.253829002
3284,1,47,4,1,4,108,9.049897194,6.120297432
3285,1,68,2,1,5,108,8.668487549,6.572282314
3286,2,66,2,1,5,108,9.109960556,5.783825397
3287,1,63,4,1,2,108,8.498053551,7.863266945
3288,1,38,7,1,5,108,9.194235802,6.659294128
3289,1,32,4,1,4,108,9.127202988,4.174387455
3290,1,61,4,1,2,108,8.651699066,
3291,2,80,0,1,1,108,7.557857037,5.272999763
3292,2,49,2,1,1,108,7.030458927,4.867534637
3293,2,67,2,1,2,108,8.444360733,5.56068182
3294,1,63,2,1,3,108,8.415388107,
3295,2,40,6,1,2,108,8.518984795,5.272999763
3296,2,35,9,1,3,108,8.736391068,
3297,1,31,4,1,3,108,8.659348488,5.932245255
3298,1,71,7,1,2,108,8.845683098,8.206856728
3299,1,41,4,1,5,108,9.029355049,5.932245255
3300,1,39,7,1,6,108,9.206520081,7.470223904
3301,1,33,4,1,4,108,8.774467468,7.064759254
3302,2,64,0,1,1,108,7.492981911,6.946976185
3303,1,55,4,0,5,108,9.054273605,8.167068481
3304,1,47,9,1,6,108,10.07254219,6.445719719
3305,1,34,4,1,4,108,8.788801193,4.174387455
3306,1,76,4,1,2,108,8.612316132,4.510859489
3307,1,30,4,1,4,108,9.018069267,7.042286396
3308,2,30,5,1,2,108,8.299089432,
3309,1,63,9,1,8,108,9.439245224,
3310,1,60,4,1,2,108,8.578652382,6.393590927
3311,1,35,4,1,4,108,8.711115837,4.174387455
3312,1,80,0,1,2,108,8.070830345,5.966146946
3313,1,36,5,1,5,108,9.26023674,4.867534637
3314,1,44,5,1,8,109,9.460089684,5.272999763
3315,1,39,2,1,5,109,8.582947731,3.663561583
3316,2,58,2,1,5,109,8.754509926,6.371612072
3317,1,49,2,1,3,109,8.743418694,
3318,1,34,3,0,4,109,9.205284119,5.966146946
3319,2,65,0,1,2,109,8.650163651,6.659294128
3320,1,30,4,1,4,109,8.721643448,4.653960228
3321,1,30,4,0,5,109,8.528773308,5.56068182
3322,1,73,2,1,8,109,9.608473778,5.56068182
3323,1,49,9,1,5,109,9.19142437,4.174387455
3324,2,72,0,0,5,109,9.410732269,7.539027214
3325,1,28,2,0,6,109,9.643484116,9.3920784
3326,1,40,4,1,5,109,8.966957092,
3327,1,36,7,1,6,109,9.587339401,8.983314514
3328,1,60,9,0,5,109,9.461151123,7.352441311
3329,1,40,7,1,6,109,9.080255508,7.256297112
3330,2,58,2,1,6,109,8.984796524,8.744965553
3331,1,43,5,1,7,109,9.155495644,5.241746902
3332,1,39,4,1,4,109,9.075845718,5.783825397
3333,1,35,5,1,5,109,9.285495758,8.045588493
3334,1,31,2,0,4,109,9.100426674,6.30261898
3335,1,69,3,0,5,109,9.577219963,3.258096457
3336,1,30,4,1,4,109,8.721093178,6.813444614
3337,1,50,4,1,6,109,9.052853584,7.393262863
3338,1,28,2,1,3,109,8.580118179,7.247080803
3339,2,53,9,0,3,109,9.930419922,8.070281029
3340,2,48,2,1,3,109,8.915510178,4.867534637
3341,1,48,6,1,5,109,9.073048592,6.41509676
3342,1,38,4,1,5,109,9.002218246,6.813444614
3343,2,39,4,1,5,109,9.2109375,6.030685425
3344,2,47,3,1,5,109,9.0831213,7.718240738
3345,1,31,4,1,4,109,8.591053009,4.510859489
3346,1,65,7,1,2,110,9.14672184,
3347,1,58,3,1,2,110,10.13259411,
3348,1,53,3,0,5,110,9.93491745,4.406719208
3349,1,38,4,0,4,110,9.20570755,7.580699921
3350,1,43,7,0,6,110,10.61607075,3.401197433
3351,2,58,7,1,2,110,8.994858742,
3352,1,65,3,0,5,110,9.233977318,7.272398472
3353,1,34,5,0,7,110,9.397524834,7.608374596
3354,2,53,0,0,6,110,9.446933746,
3355,1,38,4,1,6,110,9.493093491,2.995732307
3356,1,38,4,0,5,110,9.388884544,7.425357819
3357,1,68,7,1,2,110,8.637880325,6.841615677
3358,1,34,4,0,4,110,9.444021225,6.927557945
3359,1,73,7,1,2,110,9.072676659,8.992184639
3360,1,35,7,0,4,110,10.08897972,5.843544483
3361,1,40,7,1,4,110,9.210875511,2.302585125
3362,2,38,7,0,5,110,9.547971725,7.031741142
3363,2,52,7,1,3,110,8.273064613,6.084499359
3364,2,55,3,1,4,110,9.471989632,7.937374592
3365,2,61,3,1,5,110,9.220829964,6.135564804
3366,2,30,4,1,4,110,8.88703537,7.731930733
3367,2,44,7,1,4,110,9.995859146,2.995732307
3368,2,51,3,1,9,110,9.943854332,4.499809742
3369,2,62,3,1,4,110,9.165111542,7.175489902
3370,1,68,7,1,2,110,9.100049019,
3371,1,44,4,1,5,110,9.118323326,5.710426807
3372,1,35,4,1,4,110,9.453857422,5.991464615
3373,1,30,5,0,3,110,8.824292183,4.356709003
3374,1,65,3,1,2,110,8.701625824,6.946976185
3375,2,32,4,1,5,110,8.967489243,6.599870682
3376,2,39,4,0,4,110,8.898841858,4.941642284
3377,1,40,4,1,4,110,9.071383476,2.995732307
3378,1,44,4,1,6,111,9.683963776,5.690359592
3379,1,64,3,1,4,111,9.015617371,7.35627985
3380,2,29,3,1,3,111,9.215136528,7.882314682
3381,1,68,3,1,4,111,8.995752335,7.575584888
3382,2,50,3,1,4,111,9.556600571,2.708050251
3383,1,67,3,1,4,111,8.871029854,7.682943344
3384,1,58,2,1,7,111,9.285494804,8.251924515
3385,1,38,4,0,6,111,9.974158287,7.799753189
3386,1,38,3,1,6,111,9.57664299,8.086410522
3387,2,39,2,0,1,111,7.524544239,5.966146946
3388,1,55,7,0,4,111,9.641263008,6.280395985
3389,1,40,7,0,6,111,9.903726578,4.43081665
3390,1,63,3,1,4,111,9.635410309,
3391,1,33,7,0,4,111,9.311415672,5.910796642
3392,2,74,2,1,2,111,9.200508118,2.708050251
3393,2,58,4,1,4,111,9.722789764,4.382026672
3394,1,41,2,1,7,112,9.209435463,3.663561583
3395,1,62,3,1,4,112,9.143185616,7.064759254
3396,1,38,2,1,7,112,8.739349365,6.625392437
3397,2,75,0,1,2,112,8.206588745,6.371612072
3398,1,50,3,1,6,112,9.406802177,5.455321312
3399,1,48,3,1,8,112,9.319384575,6.723832607
3400,1,42,2,1,7,112,8.969201088,5.129898548
3401,1,42,3,1,8,112,9.109676361,6.061457157
3402,2,45,3,1,4,112,9.069218636,4.867534637
3403,1,43,3,1,9,112,9.167002678,6.535241127
3404,1,31,3,0,6,112,9.014816284,6.148468494
3405,2,63,2,1,2,112,7.963459492,4.867534637
3406,2,71,2,1,8,112,9.130684853,6.492239952
3407,1,40,0,1,7,112,8.82729435,7.256297112
3408,1,37,3,0,10,112,9.757271767,8.285261154
3409,1,43,2,1,8,112,9.013674736,5.272999763
3410,1,44,3,1,5,112,9.31772995,7.435438156
3411,1,33,3,1,7,112,8.752814293,4.317488194
3412,1,56,2,1,6,112,9.008756638,5.609471798
3413,1,57,2,1,7,112,9.024506569,4.510859489
3414,1,49,3,1,9,112,9.233412743,8.385716438
3415,2,59,2,1,1,112,8.40149498,3.258096457
3416,1,60,3,1,4,112,8.762158394,6.148468494
3417,1,50,3,1,4,112,8.740674019,6.253829002
3418,1,71,2,1,11,112,9.582127571,6.568078041
3419,1,33,2,0,3,112,9.449026108,7.309881687
3420,1,44,3,1,8,112,9.528799057,6.723832607
3421,1,41,3,1,9,112,9.134977341,7.817222595
3422,2,66,2,1,7,112,9.392280579,9.060214996
3423,1,42,3,1,8,112,9.608287811,8.075582504
3424,1,44,3,1,7,112,8.806810379,4.64439106
3425,1,38,4,1,7,112,10.20721626,3.663561583
3426,1,43,4,1,5,113,8.064489365,7.793586731
3427,1,29,4,1,5,113,8.300737381,8.630521774
3428,1,44,3,1,5,113,9.410038948,9.092681885
3429,1,45,7,1,7,113,9.320687294,4.094344616
3430,1,34,3,1,5,113,9.12887001,6.202535629
3431,1,37,2,1,8,113,9.0116539,3.663561583
3432,1,35,6,1,7,113,10.92388916,8.614683151
3433,1,30,2,1,5,113,9.004680634,5.56068182
3434,1,27,4,1,5,113,8.639157295,5.743003368
3435,1,45,4,1,7,113,9.238643646,6.274762154
3436,1,54,2,1,3,113,9.273089409,8.836810112
3437,1,34,2,1,5,113,8.882798195,8.698847771
3438,1,45,2,1,4,113,9.261480331,3.258096457
3439,1,32,3,1,4,113,8.994940758,5.272999763
3440,1,37,3,1,7,113,9.724722862,7.352441311
3441,1,33,3,1,4,113,8.607800484,6.575075626
3442,1,34,3,1,4,113,8.079763412,4.510859489
3443,1,29,3,1,5,113,8.566365242,4.762174129
3444,1,40,4,1,6,113,9.676057816,6.253829002
3445,1,31,5,1,3,113,8.642996788,6.253829002
3446,1,36,4,1,6,113,9.344978333,3.258096457
3447,1,61,2,1,3,113,9.386985779,8.113426208
3448,2,75,2,1,2,113,8.622990608,5.56068182
3449,2,66,2,1,1,113,9.873295784,8.974617958
3450,2,33,4,1,2,113,8.712919235,6.863803387
3451,1,32,4,0,6,113,9.369955063,6.827629089
3452,2,48,2,1,3,113,8.91754818,4.867534637
3453,1,59,7,1,4,113,9.340815544,5.590987206
3454,1,36,7,1,4,113,8.152856827,6.754603863
3455,1,44,2,1,6,113,9.033352852,5.966146946
3456,1,24,3,1,5,113,8.61354351,7.170119762
3457,1,36,3,1,7,113,9.094236374,4.962844849
3458,1,72,3,1,7,114,8.925228119,3.583518982
3459,1,73,0,1,2,114,7.961771965,6.41509676
3460,2,56,4,1,2,114,8.767947197,8.287528038
3461,1,35,4,1,5,114,8.888017654,6.30261898
3462,1,81,0,1,2,114,8.152619362,6.47697258
3463,2,49,3,1,5,114,8.539600372,4.143134594
3464,1,31,4,1,5,114,8.366156578,5.129898548
3465,1,38,4,0,5,114,9.047914505,5.823045731
3466,1,58,3,1,4,114,8.622480392,4.477336884
3467,2,70,0,1,1,114,7.368279934,7.108243942
3468,2,42,4,1,6,114,8.629426956,5.049856186
3469,2,38,4,1,5,114,8.31836319,5.337538242
3470,2,55,3,1,5,114,8.583622932,7.334981918
3471,2,72,4,1,3,114,8.19789505,4.962844849
3472,1,34,5,1,7,114,9.638378143,5.29330492
3473,1,35,5,1,4,114,8.359320641,6.052089214
3474,2,23,4,1,2,114,8.358607292,
3475,1,52,2,1,6,114,8.969171524,3.951243639
3476,1,50,7,1,5,114,8.492197037,4.356709003
3477,1,58,7,1,2,114,8.259884834,6.467698574
3478,1,56,9,1,7,114,9.904025078,6.642486572
3479,1,41,3,1,5,114,8.173208237,
3480,1,73,2,1,2,114,8.037438393,4.094344616
3481,1,29,4,1,5,114,8.392974854,5.966146946
3482,2,40,4,1,5,114,8.72400856,5.267858028
3483,1,37,3,1,5,114,8.398519516,
3484,2,39,2,1,2,114,7.898926258,6.120297432
3485,1,33,5,1,4,114,8.583438873,5.337538242
3486,1,29,3,1,5,114,8.477820396,3.258096457
3487,1,32,5,1,5,114,8.541444778,5.204006672
3488,1,35,7,1,6,114,8.862257957,4.174387455
3489,1,26,4,0,4,114,8.379014015,6.432940006
3490,1,57,2,1,6,115,9.122056007,4.510859489
3491,1,55,6,1,7,115,9.116061211,5.700443745
3492,1,32,3,1,6,115,8.818394661,4.64439106
3493,1,74,2,1,1,115,7.102485657,7.170119762
3494,1,70,2,1,6,115,8.95151329,6.723832607
3495,1,62,7,1,4,115,8.918226242,6.692083836
3496,1,26,4,0,5,115,8.870022774,8.00302887
3497,2,57,4,0,2,115,8.163803101,4.663439274
3498,1,35,4,0,7,115,9.581792831,7.533158779
3499,1,40,4,1,6,115,8.68387413,7.873217106
3500,1,35,5,1,4,115,8.498353004,3.951243639
3501,1,78,2,1,4,115,8.960571289,7.790696144
3502,1,48,4,1,5,115,8.813910484,6.148468494
3503,2,41,4,1,4,115,8.429227829,4.64439106
3504,1,38,5,1,5,115,9.232751846,5.455321312
3505,1,55,2,1,7,115,9.816473007,8.614683151
3506,1,48,3,1,3,115,8.334323883,5.966146946
3507,1,38,2,1,6,115,8.583127975,5.56068182
3508,1,57,4,1,2,115,9.004826546,5.552959442
3509,1,60,3,1,4,115,8.650675774,5.010635376
3510,1,33,5,1,5,115,8.706705093,6.234410763
3511,1,34,4,1,3,115,9.037266731,7.08673811
3512,1,30,4,1,3,115,7.84758997,4.867534637
3513,1,35,6,1,5,115,7.965246677,4.174387455
3514,1,33,4,1,7,115,9.01288414,3.951243639
3515,2,44,3,1,3,115,8.909065247,6.754603863
3516,1,39,4,1,6,115,9.126529694,7.882314682
3517,1,39,4,1,6,115,8.862941742,5.56068182
3518,1,35,5,0,7,115,9.278029442,4.64439106
3519,1,37,4,0,6,115,9.444357872,5.783825397
3520,1,40,4,1,8,115,8.618839264,5.783825397
3521,1,27,4,1,5,115,8.651455879,5.762051582
3522,1,36,4,1,8,115,9.096641541,6.739336491
3523,1,38,4,1,6,115,9.04583931,4.615120411
3524,1,42,6,1,7,115,9.33599472,5.049856186
3525,1,71,3,0,2,115,8.112565041,
3526,1,38,4,0,6,115,9.311565399,4.174387455
3527,1,38,4,0,5,115,9.025499344,0.693147182
3528,1,62,3,1,3,115,8.77329731,6.813444614
3529,1,23,3,1,3,115,8.741308212,6.393590927
3530,1,47,4,1,5,116,9.658596039,8.330381393
3531,2,44,4,1,3,116,8.748813629,4.64439106
3532,2,45,4,1,3,116,8.762310028,6.253829002
3533,1,56,4,1,4,116,9.72205162,6.47697258
3534,1,48,4,1,4,116,9.432620049,4.867534637
3535,1,52,7,1,4,116,9.668290138,4.867534637
3536,1,48,4,1,4,116,9.367946625,3.871201038
3537,1,48,7,1,3,116,9.14631176,5.56068182
3538,2,43,4,1,7,116,9.516180992,6.253829002
3539,1,43,2,1,5,116,9.249869347,3.68887949
3540,1,33,4,1,5,116,8.708213806,6.091310024
3541,1,46,5,1,4,116,9.33627224,8.621553421
3542,1,42,3,1,7,116,9.209085464,4.700480461
3543,1,38,6,1,4,116,9.24934864,
3544,1,59,3,1,5,116,9.126763344,6.396929741
3545,2,33,4,1,1,116,8.025413513,4.174387455
3546,1,40,7,1,5,116,9.558759689,8.525161743
3547,1,51,4,1,5,116,9.069022179,5.932245255
3548,1,67,4,1,5,116,9.648903847,7.188412666
3549,2,45,4,1,3,116,9.626856804,8.717681885
3550,1,46,4,1,3,116,9.267357826,5.455321312
3551,1,40,7,0,5,116,9.622376442,7.477038383
3552,2,41,4,1,2,116,8.66505909,5.236442089
3553,1,55,4,1,5,116,8.805867195,5.783825397
3554,1,50,6,1,5,116,9.099578857,3.258096457
3555,1,47,2,1,5,116,9.527776718,5.272999763
3556,1,38,7,0,5,116,10.14649391,4.356709003
3557,1,38,7,0,4,116,10.00048733,8.586345673
3558,1,30,7,0,5,116,8.931788445,
3559,1,50,4,1,4,116,9.256515503,5.123963833
3560,1,46,4,1,5,116,9.197030067,5.56068182
3561,1,52,6,1,6,116,9.620157242,6.912742615
3562,1,46,3,1,5,117,9.137788773,7.318539619
3563,2,33,5,1,3,117,8.84732914,5.010635376
3564,1,33,4,0,4,117,9.282398224,7.986845016
3565,2,45,7,1,4,117,9.891572952,9.560997009
3566,1,45,7,1,5,117,9.404600143,6.964135647
3567,1,53,4,1,6,117,9.427206993,6.47697258
3568,2,38,4,0,4,117,8.953239441,5.389071941
3569,2,41,4,1,3,117,8.970039368,7.064759254
3570,1,46,7,0,5,117,9.332600594,
3571,1,28,5,1,4,117,8.909303665,5.605802059
3572,1,49,7,1,4,117,9.549606323,6.851184845
3573,1,65,2,1,4,117,9.297703743,8.295048714
3574,1,45,6,1,5,117,9.229568481,5.384495258
3575,2,63,3,0,2,117,9.141943932,4.700480461
3576,1,90,2,0,4,117,9.70399189,7.605392456
3577,1,41,3,0,5,117,9.43636322,6.272877216
3578,2,60,2,1,3,117,8.493062019,3.663561583
3579,1,75,4,1,6,117,8.42509079,7.912056923
3580,1,80,3,1,9,117,9.778695107,10.10907841
3581,1,57,7,1,5,117,9.075405121,7.72709465
3582,1,34,3,1,6,117,8.686907768,5.966146946
3583,1,32,3,1,3,117,8.606111526,5.272999763
3584,1,33,2,1,4,117,9.000893593,9.107420921
3585,1,43,3,1,7,117,9.203958511,6.946976185
3586,1,63,7,1,5,117,9.133572578,6.47697258
3587,1,45,4,1,4,117,9.365932465,6.118097305
3588,1,28,2,1,5,117,8.943748474,5.783825397
3589,1,32,3,1,5,117,8.538866997,5.049856186
3590,1,53,3,1,5,117,8.845995903,5.56068182
3591,1,52,3,1,4,117,8.907384872,5.966146946
3592,1,33,3,1,7,117,9.96602726,6.516192913
3593,1,24,4,1,3,117,8.459576607,5.56068182
3594,2,58,2,0,6,118,9.183789253,4.867534637
3595,2,58,2,1,4,118,8.959253311,7.222566128
3596,1,47,4,0,3,118,9.227025986,5.56068182
3597,2,74,2,1,5,118,8.658747673,6.946976185
3598,1,29,2,0,4,118,8.658390999,6.675823212
3599,1,46,4,0,5,118,9.36862278,
3600,1,55,2,1,4,118,8.59146595,5.272999763
3601,1,29,3,1,3,118,9.263980865,8.045588493
3602,1,64,2,1,2,118,8.350144386,6.32435894
3603,1,53,4,0,5,118,9.337609291,7.393262863
3604,1,63,3,0,7,118,9.68373394,9.418248177
3605,1,38,4,1,6,118,9.27142334,7.740664482
3606,2,58,2,1,1,118,8.637090683,7.700747967
3607,1,33,4,0,4,118,8.593734741,4.510859489
3608,1,23,2,1,3,118,8.540603638,6.813444614
3609,1,28,4,1,4,118,8.68006897,6.784457207
3610,1,56,4,1,7,118,9.495619774,5.590987206
3611,1,64,6,1,2,118,8.443896294,5.700443745
3612,1,36,6,1,6,118,9.042877197,6.97166872
3613,1,65,3,0,2,118,8.347301483,7.265429497
3614,1,43,4,1,7,118,9.417687416,3.951243639
3615,2,51,2,1,2,118,8.446815491,6.061457157
3616,1,47,9,1,6,118,10.02493668,5.181783676
3617,1,37,4,0,4,118,9.343705177,8.926251411
3618,2,77,2,1,2,118,8.227690697,3.951243639
3619,1,35,4,1,5,118,9.236750603,5.56068182
3620,1,48,6,1,3,118,9.95717907,5.98393631
3621,1,39,7,1,6,118,9.569424629,4.234106541
3622,1,40,4,1,7,118,9.656373978,
3623,2,28,4,0,5,118,8.864750862,2.564949274
3624,1,38,3,1,4,118,8.628791809,4.867534637
3625,1,48,4,1,4,118,9.085773468,
3626,1,30,4,0,7,119,9.129692078,7.180069923
3627,1,33,4,0,5,119,8.208224297,6.253829002
3628,1,69,2,0,9,119,9.249773026,7.170119762
3629,1,52,2,0,5,119,8.769805908,6.49677515
3630,1,34,7,0,7,119,9.379811287,6.278521538
3631,1,43,3,0,4,119,8.937302589,6.253829002
3632,1,43,4,0,7,119,9.366705894,8.143226624
3633,1,44,3,0,5,119,8.792741776,5.204006672
3634,1,40,7,0,5,119,8.858837128,5.509388447
3635,1,38,4,0,6,119,9.058336258,6.030685425
3636,1,51,5,1,4,119,9.160562515,7.368970394
3637,1,36,3,0,5,119,8.546714783,3.663561583
3638,1,55,2,0,5,119,9.077757835,6.47697258
3639,1,34,3,0,5,119,9.017724037,6.882437706
3640,1,38,3,0,7,119,9.743582726,
3641,1,75,2,0,3,119,8.678168297,6.659294128
3642,1,49,3,1,7,119,9.169908524,7.451241493
3643,1,45,4,0,5,119,8.985647202,6.754603863
3644,1,46,2,0,5,119,8.945055008,6.675823212
3645,1,37,5,1,7,119,9.091662407,7.916442871
3646,1,33,4,1,5,119,8.67281723,5.56068182
3647,1,43,5,0,8,119,8.881110191,3.951243639
3648,1,49,3,0,5,119,8.959358215,6.882437706
3649,1,67,3,0,6,119,9.342793465,7.265429497
3650,1,54,7,0,5,119,9.080913544,5.579730034
3651,1,40,4,1,5,119,9.250458717,6.349139214
3652,2,74,2,1,2,119,7.357033253,6.091310024
3653,1,61,2,1,4,119,9.336853981,5.723585129
3654,1,69,3,0,5,119,9.147360802,7.817222595
3655,1,37,5,0,6,119,9.412078857,6.49677515
3656,1,47,5,0,5,119,9.158237457,7.29029274
3657,1,41,4,0,6,119,8.983196259,5.337538242
3658,2,68,2,0,1,120,7.371839046,5.56068182
3659,1,54,4,1,7,120,9.510053635,7.390181541
3660,1,48,6,1,9,120,9.296560287,
3661,2,80,0,1,1,120,7.411404133,5.783825397
3662,1,76,2,1,2,120,7.634148598,
3663,1,73,2,1,5,120,8.658820152,6.120297432
3664,1,40,4,1,7,120,9.195754051,6.492239952
3665,1,54,4,1,5,120,9.21385479,8.893023491
3666,2,79,0,1,1,120,7.773075104,7.352441311
3667,1,70,3,1,2,120,8.400986671,6.458338261
3668,1,58,9,1,5,120,9.642151833,
3669,1,65,2,1,5,120,9.292170525,5.272999763
3670,1,77,2,1,2,120,7.870226383,7.979339123
3671,2,37,4,1,4,120,9.597616196,7.989560604
3672,1,47,6,1,8,120,9.77301693,8.805375099
3673,1,56,3,1,7,120,9.377568245,7.21890974
3674,2,58,2,1,6,120,9.735807419,8.891511917
3675,1,43,4,1,4,120,9.136960983,8.803123474
3676,1,57,2,1,5,120,9.375287056,7.766417027
3677,2,44,4,1,3,120,8.674499512,5.743003368
3678,1,35,4,1,5,120,9.130062103,6.659294128
3679,1,75,0,1,2,120,8.388379097,5.455321312
3680,2,34,4,1,5,120,9.057873726,7.28619194
3681,2,75,2,1,2,120,8.584656715,5.56068182
3682,1,44,3,1,7,120,9.305235863,5.966146946
3683,1,61,6,1,4,120,8.979102135,6.41509676
3684,1,42,6,1,6,120,9.24527359,5.56068182
3685,1,32,5,1,4,120,8.890365601,5.897153854
3686,1,74,6,1,7,120,9.097349167,7.393262863
3687,1,69,3,1,2,120,8.223801613,6.946976185
3688,2,47,4,1,8,120,9.312817574,5.966146946
3689,1,45,6,1,6,120,9.145604134,4.867534637
3690,1,33,2,1,5,121,9.076909065,8.569786072
3691,1,37,4,0,7,121,9.869352341,7.228388309
3692,1,76,2,1,5,121,9.083628654,6.025866032
3693,2,54,3,1,6,121,9.237986565,7.592366219
3694,2,69,2,1,3,121,7.89089632,6.272877216
3695,2,33,4,1,3,121,8.128444672,4.174387455
3696,1,42,4,1,9,121,9.845844269,5.398162842
3697,2,40,2,1,4,121,8.611857414,
3698,1,55,6,1,4,121,8.782891273,7.77443552
3699,1,43,6,1,7,121,9.194538116,5.743003368
3700,1,41,4,1,8,121,9.164515495,8.087947845
3701,1,74,2,1,1,121,7.830103397,5.337538242
3702,1,37,4,1,10,121,9.203020096,6.335054398
3703,1,36,3,1,8,121,9.097831726,7.555381775
3704,1,43,4,1,8,121,9.625573158,
3705,1,74,7,1,2,121,8.533844948,6.946976185
3706,1,33,3,1,6,121,8.967366219,8.510169029
3707,1,41,6,1,6,121,9.055357933,2.564949274
3708,2,63,2,1,4,121,8.37331295,7.967626572
3709,1,62,3,0,10,121,9.253463745,5.129898548
3710,1,59,2,1,4,121,8.966180801,5.272999763
3711,1,60,2,1,6,121,9.136590958,5.09986639
3712,1,53,2,1,7,121,9.219480515,7.03878355
3713,1,31,3,1,7,121,9.1904459,6.639875889
3714,1,43,3,1,7,121,9.114572525,6.253829002
3715,2,51,0,1,2,121,8.711438179,4.867534637
3716,2,54,0,1,1,121,7.860987186,4.64439106
3717,1,32,6,1,4,121,8.884880066,6.539586067
3718,1,80,2,1,2,121,8.376080513,7.473069191
3719,1,77,2,1,2,121,8.851537704,8.024535179
3720,1,78,0,1,2,121,8.202645302,6.47697258
3721,1,71,2,1,6,121,8.993289948,6.754603863
3722,1,52,3,1,9,122,9.840343475,8.698847771
3723,1,56,3,0,5,122,9.423774719,6.813444614
3724,1,38,3,1,9,122,9.557752609,5.501258373
3725,1,43,4,0,4,122,9.181138992,7.33106041
3726,1,78,0,1,2,122,8.310767174,7.393262863
3727,1,43,3,1,7,122,10.37837219,6.965080261
3728,2,59,0,0,7,122,9.792993546,5.337538242
3729,2,58,2,1,5,122,9.177921295,7.237059116
3730,1,68,3,1,6,122,9.72905159,4.174387455
3731,1,58,4,1,9,122,10.42405033,3.871201038
3732,2,66,0,1,1,122,7.513595581,5.783825397
3733,2,77,0,0,6,122,10.1265564,7.182352066
3734,1,49,4,1,10,122,9.355648994,6.525029659
3735,1,67,3,1,1,122,7.736519337,4.174387455
3736,1,48,3,0,5,122,8.907198906,6.946976185
3737,1,32,3,0,4,122,9.540174484,6.030685425
3738,1,32,4,0,6,122,9.431515694,5.049856186
3739,2,44,2,0,2,122,8.322492599,5.966146946
3740,1,58,4,0,3,122,9.230427742,5.272999763
3741,1,58,2,0,6,122,9.439702988,6.572282314
3742,2,61,3,1,5,122,9.620121002,5.855072021
3743,1,41,3,0,5,122,9.359734535,5.783825397
3744,1,54,2,1,3,122,9.248245239,4.867534637
3745,1,64,3,1,3,122,9.634570122,8.426392555
3746,1,53,3,1,8,122,9.893838882,5.34710741
3747,1,64,4,1,3,122,9.366212845,
3748,1,47,3,1,5,122,9.58736515,3.951243639
3749,1,45,3,1,5,122,9.438322067,2.890371799
3750,2,49,2,0,3,122,8.399766922,
3751,1,44,4,1,6,122,9.163686752,5.036952496
3752,1,43,4,0,7,122,9.923731804,3.988984108
3753,2,95,0,0,2,122,8.333499908,7.408530712
3754,1,67,0,0,5,123,9.250781059,2.708050251
3755,1,46,2,1,11,123,9.574220657,6.035481453
3756,1,77,2,1,2,123,8.868439674,7.640123367
3757,1,26,2,1,6,123,9.065668106,7.237059116
3758,1,46,4,1,5,123,9.461818695,5.34710741
3759,1,68,7,1,3,123,8.747028351,2.639057398
3760,2,38,2,0,4,123,8.416138649,5.966146946
3761,1,39,2,0,6,123,9.251645088,3.583518982
3762,1,58,2,0,10,123,9.760160446,8.25374794
3763,1,30,0,1,5,123,8.736395836,4.867534637
3764,1,77,0,1,2,123,8.364639282,6.47697258
3765,1,35,7,0,6,123,9.361533165,
3766,1,37,2,0,8,123,9.345480919,5.049856186
3767,1,31,0,0,7,123,9.401992798,
3768,1,42,3,1,6,123,9.461302757,7.249925613
3769,1,33,2,1,6,123,9.438646317,2.77258873
3770,1,63,2,1,2,123,8.922523499,7.272398472
3771,1,51,3,1,2,123,8.621854782,
3772,1,58,6,1,2,123,8.72548008,4.174387455
3773,1,40,2,0,4,123,8.660873413,4.983606815
3774,1,32,3,0,6,123,9.219735146,4.753590107
3775,1,38,3,1,5,123,9.256075859,5.52146101
3776,1,31,2,1,4,123,8.876534462,
3777,1,41,7,0,4,123,9.238132477,5.159055233
3778,1,29,3,0,5,123,8.807239532,
